,Website,Phone Numbers
50,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/92-nemcova-nadezda-phdr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
51,http://www.michaelord.eu/,420 777 780 255
52,http://www.tadyated.org/,420 775 726 414
53,https://www.doktor.cz/doktor/mudr-vaclav-ferus-psychiatrie-navykove-nemoci-9110/mudr-vaclav-ferus-u-nemocnice-1161-karlovy-vary-36301-10622,"353 364 110, 420 735 758 278"
54,https://www.cssdomazlice.cz/rodinna-poradna-domazlice/o-nas/,
55,https://www.opava.eurotopia.cz,
56,http://www.fenix-centrum.cz/centrum-dusevniho-zdravi,
57,https://pestalozzi.cz/,
58,http://www.charitahk.cz/,495 516 098
59,http://www.iqrs.cz,"420 543 213 310, 2019 - 2021"
60,http://www.dopravni-psychologicke-pracovist.webnode.cz/,
61,http://www.detemzlin.cz/,577 922 056
62,https://www.uhradiste.charita.cz/nase-sluzby/obcanska-poradna-uherske-hradiste/,"572 555 783, 606 453 502"
63,http://www.psychologietesin.cz/,420 608 153 311
64,https://www.psychologicka-poradna-hk.cz,420 737 988 290
65,http://www.icmck.cz/,380 712 427
66,https://www.utocistecheb.cz,
67,https://www.slezskadiakonie.cz,"420 558 764 333, 558 764 333"
68,http://www.bunkr.cz/,420 731 444 370
69,http://www.psycholog-slany.cz/,420 725 753 653
70,http://psychiatrie-rokycany.cz/,
71,http://www.vsetin.caritas.cz,571 411 709
72,https://www.firmy.cz/detail/12829455-mudr-lenka-puflerova-psychiatrie-plzen-vychodni-predmesti.html,420 725 902 902
73,http://www.ponton.cz,773 334 363
74,http://www.cpdm.cz,"734 443 923, 733 765 844"
75,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/37-konopasek-petr-mgr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
76,https://www.podaneruce.cz,"420) 545 247 535, 420 770 177 337"
77,https://psychoterapie-ostrava-praha.cz/Ostrava.php,724 24 24 23
78,https://www.clovekvtisni.cz/co-delame/socialni-prace-v-cr/plzensky-kraj,
79,https://www.firmy.cz/detail/1355618-mgr-iva-matejckova-zezulova-tachov.html,"420 732 110 025, 608 111 655, 603 231 651"
80,https://www.registrlekaru.cz/ordinace-psychologie-marcela-kelucova-20975/,2013 - 2024
81,http://www.dchp.cz/,377 221 540
82,https://koparkovamonika.cz/,"420 354 433 674, 420 608 245 698"
83,https://www.diakonievsetin.cz,
84,https://www.oskvetina.cz,420 721 568 898
85,https://www.ostrava.charita.cz,596 621 094
86,https://cdz9.cz/,734 785 106
87,https://www.diteakun.cz,"327 515 843, 736 790 222, 602 525 379"
88,https://www.a-shine.cz/,
89,https://psychologicke-centrum-kromeriz.webnode.cz/,420 604 26 73 36
90,https://www.zavinac.sdb.cz,
91,https://kh.charita.cz,327 313 110
92,http://www.leccos.cz,
93,http://www.prostorpro.cz,420 731 650 954
94,https://www.fokus-praha.cz/cz/pomahame/centrum-brevnov/cdz6#prvni-navsteva,
95,https://psychologie-plzen.cz/,
96,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/52-pecena-marie-phdr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
97,http://www.cheiront.cz/,
98,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/45-stastna-vilma-mudr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
99,https://www.firmy.cz/detail/12844251-egomed-jaromer-prazske-predmesti.html,
100,http://www.gerontopsychiatrie.cz/,"608 611 883, 420 608 611 883"
101,https://www.pnvd.cz/,377 813 112
102,https://www.prerov.charita.cz,581 204 717
103,https://www.ocss.cz,
104,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/104-dolezalova-romana-phdr-mgr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
105,http://www.zdar.charita.cz,
106,https://www.poliklinikazr.cz/odbornylekar.aspx?IDOdbornost=20,"420 566 690 217, 420 776 135 490, 420 566 690 111"
107,https://www.ledovec.cz/socialni-sluzby/item/30-odborne-socialni-poradenstvi-ledovec,"420 739 054 931, 776 100 101, 739 055 555"
108,https://www.ppp-znojmo.cz/,420 515 260 077
109,https://www.psychiatr.info/#utm_source=firmy.cz&utm_medium=ppd&utm_campaign=firmy.cz-385369,602 955 155
110,https://clinterap.cz/psychiatrie-praha-10/,"420 222 510 607, 420 222 510 666"
111,https://www.facebook.com/konzultarnavsetin,
112,http://bulovka.cz/kliniky-a-oddeleni/oddeleni-klinicke-psychologie/,420 26608 3271
113,https://www.cepsymed.cz/o-nas.html,
114,https://saintmedical.cz/klinicka-psychologie,
115,http://kralupy.charita.cz/,"606 613 018, 20222021201820172016201520142013"
116,https://www.firmy.cz/detail/385148-mudr-frantisek-zahourek-pisek-budejovicke-predmesti.html,
117,https://www.diakoniezapad.cz,
118,http://www.drugout.cz/,420 475 210 626
119,http://www.spondea.cz/,"739 078 078, 608 118 088, 725 005 367"
120,http://wittnerova.sweb.cz/index.html#obal,420 234 694 430
121,https://stod.nemocnicepk.cz/ostatni-ambulance,"377 193 647, 778 422 286, 721 849 720, 420 377 193 511, 778 882 329, 377 193 675, 377 193 676, 377 193 674"
122,http://www.sojka.hbnet.cz/,"702 054 888, 602 610 715, 2727000000002113888105"
123,http://www.hb.charita.cz,569 426 070
124,https://www.clovekvtisni.cz,
125,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/7-rektor-juraj-mudr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
126,https://www.doktor.cz/doktor/mgr-miluse-pixova-soudni-lekarstvi-psychologie-53100/mgr-miluse-pixova-psychologicka-poradna-pro-deti-a-dospele-jirovcova-1624-13-ceske-budejovice-3-ceske-budejovice-370-01-66357,"774 853 275, 420 735 758 278"
127,https://www.cdzolomouc.cz,420 607 252 881
128,https://www.firmy.cz/detail/2481182-mgr-radek-karchnak-ordinace-klinicke-psychologie-a-psychoterapie-cheb.html,420 723 887 881
129,https://www.cppt.cz/nase-zarizeni/ambulance-pro-nelatkove-zavislosti,
130,https://www.kresadlohk.cz,420 777 009 413
131,https://czap.cz/Sys/PublicProfile/58885403,420 774 050 413
132,http://www.skp-centrum.cz/,"420 464 629 618, 420 773 087 585"
133,https://radkaminarikova.webnode.cz,"775 266 244, 420 775 266 244"
134,https://www.azylovydum.cz/hledam-pomoc/poradna-pro-rodinu/,"734 520 916, 734 173 408, 739 633 350, 739 633 346"
135,https://www.idomino.eu,224411000160325
136,http://www.psycholog-praha.pro/,
137,charita-most.cz,
138,http:// www.psychamb.cz,
139,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/59-strobachova-ingrid-phdr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
140,https://www.strediskokobylisy.cz/vrtule,"733 741 826, 420 283 029 111, 731 604 196, 27-7436400277"
141,https://www.poliklinika-km.cz/psychiatrie/,573 338 786
142,https://www.otrokovice.charita.cz/sluzba/114/,"2021202220232024, 734 435 003, 734 435 004, 1578474018888"
143,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/78-turbova-jarmila-phdr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
144,http://www.r-mosty.cz,
145,https://www.kromeriz.charita.cz/sluzby/socialni-poradna/,"733 741 666, 732 518 381, 734 780 221, 733 755 847"
146,https://www.pppcb.cz/,
147,http://www.kotec.cz/regiony/tachov/,
148,http://www.sdruzenidrak.cz/,"18000041165137472, 420 485 105 349, 18389468716044429, 420 485 102 668"
149,https://www.jh.cz/cs/mestsky-urad/odbory-uradu/odbor-socialnich-veci/rodinna-poradna/,"420 384 351 111, 2000 - 2024, 724 102 788, 702 005 983"
150,https://www.diakonievm.cz/nase-sluzby/sluzby-k-podpore-domaci-pece/poradna-pro-pecujici/,
151,https://fokus-praha.cz/cz/pomahame/centrum-podskali/cdz-podskali,
152,http://psych.fnplzen.cz/cs/node/839,"377 103 959, 377 103 111, 377 401 111, 377 441 850, 607 001 482"
153,https://www.ddzbraslav.cz/?page_id=12,
154,http://www.kappa-help.cz,
155,http://www.pdz.cz/czd-pa.html,
156,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/61-trapkova-ludmila-phdr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
157,https://www.detska-psychiatrie-mudr-novotna.cz/,420 386354506
158,https://www.nadeje.cz/litomerice/nizkoprahovezarizeniprodetiamladez2,"14817148001478814735, 2013 - 2024, 2655221521762158, 420 775 868 858"
159,https://www.ocss.cz,
160,https://www.prozdravi21.cz,"704 979 979, 702 013 354"
161,https://phdr-jiri-bauer-phd.webnode.cz/,
162,http://www.riaps.cz/ambulance/,
163,http://ppphodonin.cz/?pg=1,"518 324 112, 518 615 082, 518 606 411"
164,http://www.psychologiezlin.eu/,
165,https://www.skp-centrum.cz/nase-sluzby-a-projekty/krizove-centrum-pardubice,"420 773 087 585, 777 765 844, 420 464 629 618, 1013 530 12"
166,http://www.pho.cz/lekari-a-ambulance/psychologie-klinicka/37-phdr-marie-ivanova,"777 538 703, 595 703 111"
167,https://www.ppp6.cz/,
168,https://www.modrykriz.org/karvina/,"731 494 695, 14659942946818"
169,http://www.psychologie-centrum.cz/,420 773 435 433
170,http://www.fokustabor.cz/centrum-dusevniho-zdravi-_-komunitni-tym-tabor,
171,http://www.os-semiramis.cz,
172,https://www.statekvlckovice.cz,
173,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/65-pisova-petra-phdr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
174,https://www.znamylekar.cz/jan-kovar/psycholog-detsky-psycholog/tabor,
175,http://www.csspraha.cz/,"420 222 586 608, 420 222 515 400"
176,https://www.pppsemily.cz/,"725 812 564, 721 128 300, 778 755 210, 481 625 390"
177,https://www.bunkr.cz,420 731 444 370
178,http://www.psychiatriegrimova.cz/,
179,https://www.psychoterapie-vysocina.cz,773 563 977
180,http://www.cdzkm.cz/,
181,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/16-burianek-vaclav-phdr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
182,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/57-soukupova-tereza-phdr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
183,https://poliklinika-otrokovice.cz/caregiver/mudr-zvonicek-josef/,"577 923 390, 577 922 228"
184,https://www.psychiatrie-konupcikova.cz,
185,http://www.fokusvysocina.cz/centrum-dusevniho-zdravi,"107-5940240277, 420 569 421 248, 420 775 151 497"
186,http://www.vidacr.cz/,"775 585 154, 775 585 155, 775 585 156, 775 585 158, 775 585 157, 420 233 372 668, 775 585 163, 775 585 162, 775 585 160, 775 585 159, 775 585 153"
187,https://psychoterapie-pe.cz/index.html,"420 723 713 052, 2017 - 2021"
188,http://www.krystalhelp.cz/,"86-7070970207, 2015 - 2024"
189,https://www.praha.ymca.cz,"94-1018610207, 224 872 128"
190,https://www.fokus-mb.cz,
191,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/53-pindakova-zuzana-mudr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
192,http://www.aura-psycholog.cz/,
193,https://www.od5k10.cz,"420 778 965 814, 420 728 939 412"
194,https://www.poradnaprozeny.eu/#utm_source=firmy.cz&utm_medium=ppd&utm_campaign=firmy.cz-12891669,"420 603 210 999, 224 930 661, 603 213 826"
195,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/33-koblic-karel-phdr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
196,https://www.pnkosmonosy.cz/cdz.html,
197,https://lpzsokolov.cz/index.php/lekari#mudr-moravcova-michaela,"104 502 910, 725 720 274, 352 308 297, 352 308 394, 352 308 320, 352 308 210, 602 976 127, 352 308 267, 352 308 248, 352 308 214, 352 308 246, 352 308 231, 352 629 654, 352 308 253, 352 308 202, 352 308 225, 352 308 260, 352 308 271, 352 308 111, 352 308 359, 352 308 243, 352 308 379, 352 308 233, 352 308 245, 352 308 252, 352 308 275, 603 974 401, 352 308 365, 352 308 341, 352 308 291, 725 909 485, 352 308 362, 352 308 261, 352 308 277, 352 308 290"
198,http://psychiatrie-kylar.cz/,"734 691 521, 420 734 691 521"
199,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/8-rektorova-blanka-phdr,"284 016 451, 736 660 315, 530 334 600, 775 182 608, 257 322 366, 776 736 832, 603 420 463, 737 407 739, 603 223 510, 774 979 714, 581 204 437-8, 233 351 741, 604 207 640, 739 071 204, 732 976 301, 222 324 027, 596 410 251, 558 900 228, 271 733 456, 737 444 577, 606 075 240, 603 211 142, 475 221 012, 774 918 150, 792 239 917, 420603574572, 284 016 355, 731 249 809, 733 312 172, 792 536 180, 602 737 026, 607 669 006, 776 871 255, 777 206 525, 222 711 875, 581 679 310, 734 801 560, 420 739 059 690, 420 608383355, 770 623 916, 222 531 008, 724 614 509, 261 105 410, 222 324 277"
200,https://domov-plzen.cz/,420 733 555 991
201,https://www.psychologickapraxe.com/,
202,http://www.blansko.charita.cz,"737 234 078, 516 417 351, 516 410 668"
203,https://www.psychiatrie-ricany.cz/,420 323 601 575
204,http://www.kotec.cz/,
205,http://www.linka-duvery-mb.cz/,326 741 481
206,https://pestalozzi.cz/sluzby/krizove-centrum-jihlava/,"601 100 000, 727 803 665"
207,https://www.firmy.cz/detail/2123947-mudr-lukas-krejcu-ceske-budejovice-1.html,420 731 738 113
208,http://fokus-praha.cz/,"233 553 303, 608 482 681, 777 800 983, 777 080 237, 770 156 223"
209,https://www.firmy.cz/detail/2258616-magdalena-datkova-hradec-kralove-novy-hradec-kralove.html,"725 048 038, 420 495 833 842"
210,https://www.fokus-pisek.cz/cdz-strakonice/,"420 608 442 697, 778 061 769608 271 800, 420 734 200 970, 420 774 451 769, 774 451 769, 608 442 697, 420 770 636 769, 420 608 271 800"
211,https://pllnare.cz/ambulance,
212,https://www.firmy.cz/detail/12876357-mudr-jana-pechova-marianske-lazne.html,420 733 392 895
